city,state_name,lat,lng,id
Iowa,Louisiana,30.2393,-93.013,1840017194
Pickens,South Carolina,34.8856,-82.7104,1840014627
Arbuckle,California,39.0141,-122.061,1840017555
Parker,Arizona,34.0286,-114.2224,1840022875
Annandale,Minnesota,45.2599,-94.1205,1840006707
Winnebago,Illinois,42.2671,-89.234,1840011126
Williamsburg,Iowa,41.6683,-92.0103,1840010179
Morada,California,38.0386,-121.2456,1840028389
Dalzell,South Carolina,34.0189,-80.4297,1840013090
Berwyn Heights,Maryland,38.9928,-76.9132,1840005980
Golden Grove,South Carolina,34.7324,-82.4407,1840013493
Lake Park,North Carolina,35.0849,-80.6349,1840017879
Shady Spring,West Virginia,37.7032,-81.0914,1840006348
Plymouth,North Carolina,35.8588,-76.7487,1840016242
Victor,Idaho,43.6014,-111.1108,1840021273
Hominy,Oklahoma,36.4219,-96.393,1840020338
Warm Beach,Washington,48.1665,-122.3448,1840018377
Clare,Michigan,43.8259,-84.763,1840002561
East Basin,Utah,40.7359,-111.4708,1840142115
Jackson,Minnesota,43.6265,-94.9891,1840007942
Magnolia,Mississippi,31.1619,-90.467,1840015876
Holiday Shores,Illinois,38.9222,-89.936,1840025642
Blissfield,Michigan,41.8311,-83.8635,1840011371
Amesti,California,36.9583,-121.7805,1840028334
Chenango Bridge,New York,42.1716,-75.8586,1840025505
Pomona,New York,41.1891,-74.0543,1840004983
Penrose,Colorado,38.4213,-105.0004,1840018854
Muldrow,Oklahoma,35.404,-94.5976,1840022738
La Blanca,Texas,26.3048,-98.0286,1840036257
Breñas,Puerto Rico,18.4734,-66.3346,1630035461
Hahira,Georgia,30.9941,-83.3786,1840013904
Llano,Texas,30.7509,-98.6763,1840020873
Emerald Lakes,Pennsylvania,41.0845,-75.4154,1840035380
Winchester,California,33.7146,-117.0775,1840019295
New Orleans Station,Louisiana,29.8314,-90.0211,1840153108
West Wyomissing,Pennsylvania,40.3222,-75.995,1840035256
Pleasant Hill,Pennsylvania,40.3369,-76.448,1840035153
Grangeville,Idaho,45.926,-116.1224,1840019893
Spencer,North Carolina,35.6986,-80.4254,1840017787
Hodgenville,Kentucky,37.5668,-85.7354,1840014351
Carmel-by-the-Sea,California,36.5528,-121.9222,1840019023
Ridgecrest,Florida,27.8923,-82.8074,1840029000
Blountville,Tennessee,36.533,-82.329,1840013298
Louisiana,Missouri,39.4413,-91.0626,1840009676
Boscobel,Wisconsin,43.1437,-90.6948,1840002972
Pemberwick,Connecticut,41.0225,-73.6564,1840026285
New York Mills,New York,43.1007,-75.2932,1840004207
Lake Holm,Washington,47.2985,-122.1335,1840041966
Bullard,Texas,32.1451,-95.3196,1840022074
Dunean,South Carolina,34.8203,-82.4225,1840013078
Trafford,Pennsylvania,40.3846,-79.7576,1840001168
Nesquehoning,Pennsylvania,40.866,-75.8322,1840000934
Crystal River,Florida,28.8964,-82.5991,1840015084
Masontown,Pennsylvania,39.8486,-79.9085,1840000664
Carlyle,Illinois,38.6217,-89.3734,1840007466
Cascade Valley,Washington,47.1417,-119.326,1840037865
Lake Providence,Louisiana,32.8132,-91.1825,1840016945
Morganfield,Kentucky,37.6869,-87.8878,1840014342
Hartville,Ohio,40.9618,-81.3348,1840011910
Chincoteague,Virginia,37.9593,-75.3495,1840006323
Bandon,Oregon,43.1141,-124.4158,1840018652
Thiensville,Wisconsin,43.2361,-87.9785,1840002821
South Hempstead,New York,40.6814,-73.6233,1840005277
Newcastle,Wyoming,43.851,-104.2123,1840020012
Mattapoisett Center,Massachusetts,41.6666,-70.8056,1840073510
Wayne Heights,Pennsylvania,39.7455,-77.5437,1840035247
Point Baker,Florida,30.6855,-87.0522,1840025118
Ely,Minnesota,47.9054,-91.8517,1840007686
North Plains,Oregon,45.5974,-122.9948,1840019933
Brillion,Wisconsin,44.1758,-88.0707,1840002520
Palo Cedro,California,40.5658,-122.2425,1840018731
Paw Paw Lake,Michigan,42.2113,-86.2759,1840004699
Aguas Buenas,Puerto Rico,18.2573,-66.1061,1630035606
Ravena,New York,42.4755,-73.8112,1840004492
Marion,Alabama,32.6318,-87.3172,1840008188
Avery Creek,North Carolina,35.4651,-82.5719,1840013408
East Dennis,Massachusetts,41.7392,-70.1577,1840003236
Karnes City,Texas,28.8858,-97.9002,1840019683
Algona,Washington,47.282,-122.2504,1840018415
Johnson Creek,Wisconsin,43.0812,-88.7702,1840003002
Fort McKinley,Ohio,39.8027,-84.246,1840133946
Sugar Creek,Missouri,39.1433,-94.3994,1840009680
Athens,Pennsylvania,41.9515,-76.5187,1840000510
Lake Erie Beach,New York,42.6242,-79.0786,1840004380
Perkins,Oklahoma,35.9785,-97.0301,1840020386
Narragansett Pier,Rhode Island,41.4281,-71.4668,1840003366
Ossian,Indiana,40.877,-85.1683,1840009376
West Liberty,Kentucky,37.9161,-83.2668,1840015215
Gowanda,New York,42.4612,-78.9339,1840004590
Kaunakakai,Hawaii,21.0905,-156.9981,1840023226
Hartford,South Dakota,43.621,-96.9424,1840002653
Hamburg,New Jersey,41.1485,-74.5736,1840003481
South Dennis,Massachusetts,41.7051,-70.1537,1840004765
Blairsville,Pennsylvania,40.4326,-79.2599,1840000990
Petersburg,Alaska,56.7566,-132.8727,1840023308
Moosup,Connecticut,41.7173,-71.8757,1840003277
Moose Lake,Minnesota,46.4442,-92.7654,1840007743
Knoxville,Illinois,40.907,-90.2857,1840008278
Lowesville,North Carolina,35.4193,-80.9998,1840013436
Groveville,New Jersey,40.1679,-74.6523,1840024323
Lewes,Delaware,38.7776,-75.145,1840006068
Sisco Heights,Washington,48.118,-122.1112,1840037510
Milford,Iowa,43.3336,-95.1478,1840007960
Hoosick Falls,New York,42.9009,-73.35,1840004436
Paris,Arkansas,35.2894,-93.7252,1840014586
Baldwyn,Mississippi,34.5071,-88.6416,1840013590
North Browning,Montana,48.5706,-113.0267,1840032847
Blue Earth,Minnesota,43.6409,-94.1005,1840006841
Hiawatha,Kansas,39.8519,-95.538,1840000726
Centerville,Pennsylvania,40.03,-79.9633,1840003644
Dandridge,Tennessee,36.0284,-83.4308,1840016168
Boiling Springs,Pennsylvania,40.1592,-77.1391,1840005484
Oakridge,Oregon,43.7451,-122.4638,1840020010
Brodhead,Wisconsin,42.6168,-89.3756,1840002460
Mount Shasta,California,41.3206,-122.315,1840020106
Mannford,Oklahoma,36.1306,-96.334,1840022699
Howards Grove,Wisconsin,43.8261,-87.8232,1840002619
River Road,North Carolina,35.5107,-76.9898,1840033022
Kingstree,South Carolina,33.6665,-79.8292,1840016790
Ocala Estates,Florida,29.2018,-82.3098,1840142110
Willcox,Arizona,32.2515,-109.8359,1840022105
Niantic,Connecticut,41.3258,-72.1952,1840003350
Brackenridge,Pennsylvania,40.6079,-79.7411,1840001208
Eielson AFB,Alaska,64.6741,-147.0605,1840037568
Wesleyville,Pennsylvania,42.1369,-80.0123,1840000488
Rush City,Minnesota,45.6875,-92.9655,1840000270
Montgomery,Minnesota,44.445,-93.5797,1840007883
Dundee,Oregon,45.2759,-123.007,1840018575
Williams,Arizona,35.2476,-112.1834,1840021585
South Jacksonville,Illinois,39.7025,-90.2292,1840012516
Sleepy Hollow,Illinois,42.0912,-88.3138,1840011353
Winnsboro,South Carolina,34.3718,-81.0907,1840016627
Peaceful Valley,Washington,48.9507,-122.1484,1840037896
Havana,Illinois,40.295,-90.0566,1840007238
Macungie,Pennsylvania,40.5165,-75.5545,1840001050
Penbrook,Pennsylvania,40.2781,-76.8483,1840001294
South Alamo,Texas,26.1517,-98.1079,1840037078
Livingston,Alabama,32.5982,-88.1891,1840005153
Moss Beach,California,37.5184,-122.5036,1840018923
Yorkville,Wisconsin,42.7155,-88.0097,1840033795
Buffalo,Missouri,37.6444,-93.097,1840007571
Corning,Arkansas,36.4134,-90.5839,1840014455
West Fork,Arkansas,35.9355,-94.18,1840015338
Minerva,Ohio,40.7306,-81.1023,1840011916
Hogansville,Georgia,33.1674,-84.9027,1840014852
Milton,Delaware,38.775,-75.3102,1840006081
Woodbourne,Pennsylvania,40.2017,-74.8873,1840035367
Beloit,Kansas,39.4645,-98.1082,1840001588
Waialua,Hawaii,21.566,-158.1199,1840023255
Hinton,Oklahoma,35.4895,-98.3575,1840021768
Algoma,Wisconsin,44.6058,-87.4465,1840001567
Port Angeles East,Washington,48.1041,-123.3694,1840074570
Rockfish,North Carolina,34.9902,-79.0694,1840013507
Garnett,Kansas,38.2845,-95.2408,1840001666
Melbourne Beach,Florida,28.0668,-80.561,1840017233
Rockwood,Michigan,42.0705,-83.243,1840003962
Chandler,Texas,32.3065,-95.4781,1840019499
Wellford,South Carolina,34.962,-82.0937,1840015483
Newton,Mississippi,32.3296,-89.1534,1840014892
Orofino,Idaho,46.4866,-116.2572,1840019876
Cashmere,Washington,47.5175,-120.467,1840018368
Country Club,Missouri,39.8388,-94.8205,1840032036
Mobridge,South Dakota,45.5409,-100.4349,1840002090
Sharpsburg,Pennsylvania,40.494,-79.9249,1840001262
Brent,Alabama,32.9421,-87.1753,1840013781
Mount Penn,Pennsylvania,40.3287,-75.8897,1840001184
Stonybrook,Pennsylvania,39.9811,-76.6306,1840024352
Burlington,Colorado,39.3042,-102.2712,1840018806
Galena,Illinois,42.4218,-90.4293,1840008082
Warrior,Alabama,33.8149,-86.8157,1840015674
Cuthbert,Georgia,31.7713,-84.794,1840014939
Leisuretowne,New Jersey,39.8987,-74.7059,1840005521
Chimayo,New Mexico,35.9981,-105.9413,1840017667
Redwood,Oregon,42.4219,-123.3915,1840034831
Buzzards Bay,Massachusetts,41.755,-70.6128,1840003232
Cuba,Missouri,38.0671,-91.4057,1840007531
Desert View Highlands,California,34.5903,-118.1535,1840028320
South Beach,Florida,27.5883,-80.3435,1840029075
Bunnell,Florida,29.4193,-81.3231,1840014036
Tangelo Park,Florida,28.456,-81.4465,1840014087
Sherwood,Wisconsin,44.1763,-88.2756,1840002247
Lake Royale,North Carolina,35.9666,-78.196,1840040280
Vado,New Mexico,32.1278,-106.6571,1840019416
Kotzebue,Alaska,66.8766,-162.5231,1840023494
Gloucester Courthouse,Virginia,37.4053,-76.526,1840037468
Monmouth Beach,New Jersey,40.3364,-73.9863,1840001364
Bath,Michigan,42.8199,-84.4544,1840024058
State Line,Pennsylvania,39.7329,-77.7247,1840026534
Ladysmith,Wisconsin,45.4606,-91.0973,1840002082
Ferriday,Louisiana,31.6343,-91.5562,1840017075
Tipton,California,36.0572,-119.3135,1840019039
Eagle Lake,Minnesota,44.1636,-93.8823,1840007903
Port Washington North,New York,40.8434,-73.7014,1840005319
Glasgow,Montana,48.199,-106.6321,1840019754
McChord AFB,Washington,47.133,-122.4923,1840073929
West Burlington,Iowa,40.8215,-91.1755,1840010323
Tallapoosa,Georgia,33.7335,-85.2859,1840015662
Coquí,Puerto Rico,17.9793,-66.2255,1630035652
Biscoe,North Carolina,35.3585,-79.7816,1840015435
North Shore,Virginia,37.0783,-79.6525,1840006474
Lodi,Wisconsin,43.3154,-89.5367,1840002710
Elizabethtown,North Carolina,34.6219,-78.6074,1840016564
Chico,Washington,47.6226,-122.7193,1840037630
Red Bay,Alabama,34.4357,-88.1361,1840014682
Monument Beach,Massachusetts,41.7192,-70.606,1840004756
Carrollton,Ohio,40.5787,-81.0907,1840010383
Denmark,South Carolina,33.3152,-81.1364,1840014837
Gambrills,Maryland,39.0927,-76.6511,1840024529
Bishop,Texas,27.5852,-97.7975,1840019717
Gleed,Washington,46.6594,-120.6025,1840017370
Barton Creek,Texas,30.2818,-97.8681,1840023318
Hideaway,Texas,32.489,-95.4578,1840020741
Cassville,Missouri,36.6786,-93.8682,1840007654
Georgetown,Illinois,39.9774,-87.6354,1840008356
Wrightstown,Wisconsin,44.3263,-88.1756,1840002343
Cutten,California,40.7657,-124.1445,1840018715
Nyssa,Oregon,43.8779,-116.9956,1840020001
Saluda,South Carolina,34.0009,-81.7713,1840017971
Villa Ridge,Missouri,38.4676,-90.8854,1840007474
New Holstein,Wisconsin,43.9491,-88.0942,1840002522
Val Verde,California,34.4504,-118.6717,1840019212
Cleveland,Oklahoma,36.3008,-96.4635,1840019050
Hanceville,Alabama,34.0632,-86.7645,1840013642
McDonald,Ohio,41.1636,-80.7233,1840011596
Brightwaters,New York,40.7193,-73.2642,1840005145
Harriman,New York,41.3088,-74.1445,1840004870
Reliez Valley,California,37.9399,-122.1027,1840076147
Blountstown,Florida,30.443,-85.0455,1840013952
Fiskdale,Massachusetts,42.1229,-72.1089,1840003148
Ingalls Park,Illinois,41.5204,-88.0345,1840004818
Slippery Rock,Pennsylvania,41.0695,-80.058,1840000874
Wolfdale,Pennsylvania,40.1979,-80.3001,1840005437
Lutcher,Louisiana,30.0646,-90.7124,1840017208
Erda,Utah,40.6028,-112.3214,1840017495
Southern Gateway,Virginia,38.3489,-77.5036,1840041862
Claryville,Kentucky,38.914,-84.4095,1840030406
Hilltop,South Carolina,34.9755,-81.9586,1840107603
Morongo Valley,California,34.0724,-116.5627,1840019110
Lebanon,Virginia,36.8991,-82.0784,1840006492
Wellsville,Ohio,40.6042,-80.655,1840002784
Park Hills,Kentucky,39.0692,-84.5313,1840014266
Greenwood,Louisiana,32.4359,-93.9643,1840016931
Putney,Georgia,31.4755,-84.101,1840013865
Zillah,Washington,46.4084,-120.2727,1840021155
Vivian,Louisiana,32.8711,-93.9862,1840016932
Lincoln Heights,Ohio,39.2434,-84.457,1840003822
Wilder,Kentucky,39.0401,-84.4816,1840015171
Big Coppitt Key,Florida,24.5914,-81.6574,1840029021
Northeast Ithaca,New York,42.4703,-76.4623,1840073642
Maybrook,New York,41.4881,-74.213,1840004873
Piney Point Village,Texas,29.7588,-95.5156,1840020931
Orchard City,Colorado,38.8144,-107.9705,1840022471
Central Park,Washington,46.9705,-123.7018,1840017358
Tipton,Iowa,41.7701,-91.1283,1840010173
Pine City,Minnesota,45.8368,-92.9682,1840000237
Skidway Lake,Michigan,44.1918,-84.0467,1840004096
Millersburg,Ohio,40.5533,-81.9171,1840012082
Horace,North Dakota,46.7558,-96.9078,1840000182
Big Sky,Montana,45.2592,-111.3426,1840017393
Valley View,Pennsylvania,39.9497,-76.701,1840133810
Winfield,West Virginia,38.5292,-81.8857,1840006184
Shelby,Montana,48.5031,-111.8614,1840021062
East Greenville,Pennsylvania,40.4057,-75.5059,1840003698
Red Springs,North Carolina,34.8046,-79.1822,1840017907
Montezuma,Georgia,32.2997,-84.0246,1840014898
La Paloma,Texas,26.0518,-97.6552,1840018325
Valhalla,New York,41.0773,-73.7778,1840033975
Hokendauqua,Pennsylvania,40.6585,-75.4952,1840035017
Wewoka,Oklahoma,35.1441,-96.4968,1840021777
Dover Base Housing,Delaware,39.1178,-75.4837,1840073616
Churchill,Pennsylvania,40.4389,-79.8416,1840001218
Grantville,Georgia,33.2371,-84.8293,1840013760
West Union,Ohio,38.7917,-83.5441,1840012773
Holmes Beach,Florida,27.5108,-82.7152,1840015117
East Brewton,Alabama,31.0906,-87.0556,1840013889
Le Roy,Illinois,40.3395,-88.7628,1840008325
Mount Morris,Michigan,43.1176,-83.6987,1840002943
Erwinville,Louisiana,30.541,-91.3885,1840026009
Hollywood Park,Texas,29.5994,-98.4841,1840022228
Edgewood,Pennsylvania,40.4313,-79.8839,1840001227
Mineral Springs,North Carolina,34.9412,-80.6847,1840016455
Country Squire Lakes,Indiana,39.038,-85.6849,1840030082
Woodbury Heights,New Jersey,39.816,-75.1511,1840001528
Nicholls,Georgia,31.5186,-82.6396,1840014947
Tybee Island,Georgia,32.0095,-80.8531,1840015831
San Saba,Texas,31.1975,-98.7194,1840023129
DeQuincy,Louisiana,30.449,-93.4456,1840015038
Summit,Mississippi,31.2808,-90.467,1840017116
Clyde Hill,Washington,47.6304,-122.218,1840018413
Pitcairn,Pennsylvania,40.4079,-79.7765,1840001253
Biscayne Park,Florida,25.8818,-80.1814,1840018331
East Dundee,Illinois,42.0972,-88.2545,1840011346
Summit Hill,Pennsylvania,40.8249,-75.8464,1840003566
Byrnes Mill,Missouri,38.4395,-90.5741,1840007504
South Pittsburg,Tennessee,35.0111,-85.7183,1840015471
Burgaw,North Carolina,34.5509,-77.9224,1840015548
Corunna,Michigan,42.9837,-84.1162,1840003070
Stanton,Kentucky,37.8465,-83.8564,1840015222
Kurtistown,Hawaii,19.586,-155.0713,1840029513
Marshall,Virginia,38.8661,-77.8453,1840024592
Salmon,Idaho,45.1743,-113.8947,1840021213
Kingman,Kansas,37.648,-98.1167,1840001692
Hill 'n Dale,Florida,28.519,-82.2918,1840028916
Proctor,Minnesota,46.7407,-92.2282,1840008818
Okemah,Oklahoma,35.4292,-96.2998,1840020429
San Antonio Heights,California,34.1573,-117.6592,1840019113
Sandia Heights,New Mexico,35.1747,-106.4884,1840033723
Fairport Harbor,Ohio,41.7475,-81.2731,1840011436
Mount Gilead,Ohio,40.5532,-82.828,1840012024
Nashville,Illinois,38.3541,-89.377,1840008651
Hicksville,Ohio,41.2944,-84.7648,1840011644
Myerstown,Pennsylvania,40.3722,-76.3055,1840001349
George West,Texas,28.33,-98.1183,1840020994
Atoka,Oklahoma,34.386,-96.1317,1840019254
Arthurtown,South Carolina,33.9644,-81.0023,1840106710
Cutchogue,New York,41.0168,-72.4871,1840005033
West Sand Lake,New York,42.6402,-73.6033,1840004434
Bamberg,South Carolina,33.2995,-81.0323,1840015730
Cannon AFB,New Mexico,34.3885,-103.3185,1840073903
Vienna,Georgia,32.0926,-83.7868,1840015829
Savanna,Illinois,42.0904,-90.1395,1840009180
Gloverville,South Carolina,33.5274,-81.8144,1840013719
Ripley,West Virginia,38.8201,-81.7091,1840006008
Ashland,Nebraska,41.0396,-96.3723,1840007132
Pottsville,Arkansas,35.2312,-93.0654,1840014540
Valley Green,Pennsylvania,40.1567,-76.7947,1840035440
Nevada City,California,39.2607,-121.0231,1840020226
Nags Head,North Carolina,35.9473,-75.6273,1840016492
East Syracuse,New York,43.0638,-76.0698,1840004332
Dry Ridge,Ohio,39.2589,-84.6342,1840034254
Salunga,Pennsylvania,40.0929,-76.4279,1840035185
Marin City,California,37.871,-122.5137,1840026767
Early,Texas,31.7421,-98.9366,1840019520
Corydon,Indiana,38.213,-86.1257,1840009820
Yerington,Nevada,38.9554,-119.1101,1840021443
Grand Saline,Texas,32.6776,-95.7114,1840020915
Hawaiian Acres,Hawaii,19.5324,-155.0498,1840029572
Auberry,California,37.0853,-119.4495,1840017628
Riverview,Missouri,38.7442,-90.211,1840012821
Kingwood,West Virginia,39.4719,-79.6822,1840005651
Baiting Hollow,New York,40.9582,-72.7395,1840005016
Wyoming,Pennsylvania,41.3058,-75.8418,1840000778
Northwest Harwinton,Connecticut,41.7769,-73.0794,1840073302
Snowmass Village,Colorado,39.2212,-106.9392,1840022467
Cactus,Texas,36.0444,-102.008,1840019085
Upland,Pennsylvania,39.8562,-75.3796,1840000714
Angwin,California,38.5776,-122.4513,1840017570
Capitol View,South Carolina,33.965,-80.9223,1840146555
Pine Ridge,South Dakota,43.027,-102.5524,1840004201
Wildwood Crest,New Jersey,38.9718,-74.8377,1840001603
Soda Springs,Idaho,42.659,-111.5878,1840021297
Iuka,Mississippi,34.8077,-88.1978,1840014639
Lake Lotawana,Missouri,38.902,-94.2626,1840008536
Mount Pocono,Pennsylvania,41.1225,-75.3582,1840003508
Linwood,Pennsylvania,39.8254,-75.4253,1840035067
Blackhawk,South Dakota,44.1514,-103.334,1840004031
Henrietta,Texas,33.8146,-98.1924,1840020547
Pines Lake,New Jersey,40.9983,-74.2643,1840081570
Moonachie,New Jersey,40.8408,-74.059,1840000907
Lanai City,Hawaii,20.8279,-156.9147,1840029515
North Fork,California,37.2306,-119.5199,1840130698
Blue Ridge,Virginia,37.3783,-79.8206,1840006374
Lordship,Connecticut,41.1533,-73.1197,1840044589
Bayshore,North Carolina,34.2893,-77.8025,1840033015
Prescott,Arkansas,33.8056,-93.3909,1840014784
McSherrystown,Pennsylvania,39.8036,-77.0199,1840000685
Tonkawa,Oklahoma,36.6769,-97.3235,1840021614
Barranquitas,Puerto Rico,18.1848,-66.3102,1630035619
Shady Cove,Oregon,42.6117,-122.8179,1840021299
Tama,Iowa,41.9648,-92.5743,1840009150
Shrub Oak,New York,41.3257,-73.8296,1840004927
Beulah,North Dakota,47.2665,-101.7734,1840001907
Williston Highlands,Florida,29.3336,-82.5357,1840014037
Syracuse,Indiana,41.4226,-85.7492,1840010280
Southern Shores,North Carolina,36.1205,-75.7328,1840017739
Shorewood Forest,Indiana,41.4598,-87.1497,1840026274
Garner,Iowa,43.1,-93.6031,1840007986
Lakeshore,Louisiana,32.535,-92.0328,1840031019
Eagle Crest,Oregon,44.2614,-121.2995,1840040419
Cold Spring Harbor,New York,40.8621,-73.4506,1840005029
Pawhuska,Oklahoma,36.6687,-96.3313,1840020339
Pajaro,California,36.9017,-121.7417,1840019019
Kings Beach,California,39.245,-120.0203,1840017560
West End-Cobb Town,Alabama,33.6526,-85.8741,1840073855
Meadowdale,Washington,47.8583,-122.316,1840023774
Huntingtown,Maryland,38.6117,-76.6187,1840006147
National Park,New Jersey,39.8676,-75.1852,1840003788
Frazier Park,California,34.8118,-118.9549,1840017818
Chappaqua,New York,41.1575,-73.766,1840004916
Gladwin,Michigan,43.9837,-84.4876,1840002564
Cadiz,Ohio,40.2644,-80.998,1840010445
El Lago,Texas,29.5731,-95.044,1840020921
Cornwall-on-Hudson,New York,41.4369,-74.0145,1840004885
Needville,Texas,29.3957,-95.8386,1840020951
Doylestown,Ohio,40.97,-81.6954,1840011894
Beach City,Texas,29.7269,-94.8549,1840019634
Wallburg,North Carolina,36.0088,-80.1453,1840016224
Port Aransas,Texas,27.8102,-97.0875,1840021012
Burnettown,South Carolina,33.5186,-81.8635,1840015666
Wareham Center,Massachusetts,41.7498,-70.7207,1840031229
Greenwood Lake,New York,41.2214,-74.2892,1840004869
Williamson,West Virginia,37.6741,-82.2709,1840006359
Wormleysburg,Pennsylvania,40.2604,-76.9094,1840001394
Sherrill,New York,43.0704,-75.5993,1840000350
Lake City,Georgia,33.6065,-84.3411,1840014817
Canton,South Dakota,43.3032,-96.5848,1840002843
Kenova,West Virginia,38.4026,-82.5822,1840006263
Heavener,Oklahoma,34.8919,-94.6075,1840020444
Springtown,Texas,32.9693,-97.6804,1840022040
Dadeville,Alabama,32.8326,-85.7675,1840001397
Welch,West Virginia,37.4455,-81.5721,1840006422
Harbor Bluffs,Florida,27.9081,-82.827,1840014140
Lake Nacimiento,California,35.7308,-120.8695,1840017808
Crown Heights,New York,41.6416,-73.9287,1840034044
Beechwood Trails,Ohio,40.0251,-82.6463,1840034378
Cut Bank,Montana,48.6344,-112.3304,1840018354
Celada,Puerto Rico,18.2667,-65.9621,1630023584
Stirling,New Jersey,40.6782,-74.4936,1840033421
Barbourville,Kentucky,36.8667,-83.885,1840013277
Oostburg,Wisconsin,43.6237,-87.7888,1840002625
Chattahoochee Hills,Georgia,33.5694,-84.7441,1840022892
Keowee Key,South Carolina,34.8257,-82.9158,1840145674
Bad Axe,Michigan,43.8043,-82.9985,1840003951
Windermere,Florida,28.5028,-81.5377,1840017238
Port Ludlow,Washington,47.9101,-122.7006,1840018388
Meadowood,Pennsylvania,40.8443,-79.8939,1840035429
Mount Morris,Illinois,42.0484,-89.4294,1840011238
Bethany,Missouri,40.2684,-94.0282,1840007230
Oak Ridge North,Texas,30.157,-95.4421,1840020886
Sloatsburg,New York,41.162,-74.1902,1840004984
Shark River Hills,New Jersey,40.1923,-74.0463,1840005450
Bishopville,South Carolina,34.2202,-80.2483,1840013634
Delphi,Indiana,40.5834,-86.6668,1840013728
Bethel Acres,Oklahoma,35.3048,-97.037,1840020443
Chaffee,Missouri,37.1812,-89.6615,1840007637
Walbridge,Ohio,41.5864,-83.493,1840011563
Cliffwood Beach,New Jersey,40.4427,-74.2179,1840005440
Bal Harbour,Florida,25.8935,-80.1258,1840018330
Bakerstown,Pennsylvania,40.6538,-79.9394,1840026470
Dixmoor,Illinois,41.633,-87.6673,1840011268
Sale Creek,Tennessee,35.3894,-85.0874,1840024960
Littleton Common,Massachusetts,42.5352,-71.4727,1840003139
Raymond,Washington,46.6839,-123.738,1840019881
Minster,Ohio,40.3947,-84.3789,1840012070
Hudson Bend,Texas,30.414,-97.928,1840018234
Checotah,Oklahoma,35.482,-95.5224,1840019157
Walsenburg,Colorado,37.6307,-104.7818,1840021535
Hortonville,Wisconsin,44.3368,-88.6361,1840002402
Port Richey,Florida,28.2759,-82.7254,1840015103
Mount Hope,New Jersey,40.9182,-74.5508,1840033358
Eunice,New Mexico,32.4461,-103.1986,1840020615
Old Hill,Connecticut,41.1491,-73.3764,1840146562
San Andreas,California,38.1911,-120.6763,1840018868
Central City,Nebraska,41.1134,-98.0008,1840003466
Lake Junaluska,North Carolina,35.5305,-82.9749,1840013416
Overton,Texas,32.2759,-94.9726,1840020770
Long Neck,Delaware,38.6205,-75.1529,1840028617
Bermuda Run,North Carolina,36.0041,-80.4306,1840015357
East Newark,New Jersey,40.751,-74.1623,1840003596
Olney,Texas,33.3644,-98.7585,1840020670
Double Oak,Texas,33.0633,-97.1117,1840022008
Moorefield,West Virginia,39.0675,-78.9623,1840005904
Bushnell,Florida,28.686,-82.1165,1840014067
Stallion Springs,California,35.0922,-118.6586,1840019132
East Prairie,Missouri,36.7789,-89.3837,1840008790
Georgetown,California,38.9112,-120.8356,1840017566
Pine Mountain Lake,California,37.8599,-120.1844,1840076099
Milaca,Minnesota,45.7574,-93.6513,1840007761
Huguley,Alabama,32.8431,-85.2396,1840013787
Genoa City,Wisconsin,42.5065,-88.3192,1840002478
Belle Meade,Tennessee,36.0994,-86.8562,1840013346
Potterville,Michigan,42.6299,-84.7433,1840003106
Richville,Ohio,40.7529,-81.4684,1840026392
Green Level,North Carolina,36.1233,-79.3463,1840016144
Kekaha,Hawaii,21.9684,-159.7141,1840023218
Haskell,Texas,33.1597,-99.732,1840020671
Longtown,Oklahoma,35.2408,-95.5176,1840034462
Mount Vernon,Texas,33.176,-95.2253,1840023005
Ellsworth,Kansas,38.7327,-98.2285,1840001649
K. I. Sawyer,Michigan,46.3299,-87.3673,1840031758
Lake Delta,New York,43.2893,-75.4672,1840084304
Calais,Maine,45.134,-67.224,1840000271
Brownstown,Indiana,38.879,-86.0478,1840009709
Drum Point,Maryland,38.3324,-76.4307,1840026724
Lake Arrowhead,Maine,43.6634,-70.7382,1840002670
Dresden,Tennessee,36.279,-88.694,1840016070
Mississippi State,Mississippi,33.4516,-88.7912,1840042497
West Simsbury,Connecticut,41.8757,-72.845,1840003270
Lucerne,California,39.0698,-122.7746,1840017548
Kelly Ridge,California,39.5289,-121.4662,1840042820
Big Lake,Texas,31.1941,-101.4534,1840019543
Girard,Pennsylvania,42.0042,-80.3192,1840000479
Nocona,Texas,33.7835,-97.7302,1840020569
Combes,Texas,26.2448,-97.7257,1840023166
Wallace,Florida,30.6746,-87.1996,1840027010
Orwigsburg,Pennsylvania,40.6541,-76.104,1840002770
Monroe City,Missouri,39.6542,-91.7327,1840008451
Moline Acres,Missouri,38.7456,-90.243,1840008595
Millen,Georgia,32.8071,-81.9423,1840014867
Clinton,Michigan,42.0699,-83.9687,1840011372
Mountville,Pennsylvania,40.0402,-76.4339,1840003724
Williamstown,West Virginia,39.3987,-81.4549,1840005788
Tutwiler,Mississippi,34.0172,-90.4333,1840016741
DeWitt,Arkansas,34.2874,-91.3383,1840027649
Minden,Nebraska,40.4981,-98.9672,1840008337
St. Paul,Missouri,38.8486,-90.7406,1840009720
Okanogan,Washington,48.3673,-119.578,1840019760
Annetta,Texas,32.6938,-97.6581,1840022043
Gramercy,Louisiana,30.061,-90.6929,1840017209
Iron River,Michigan,46.0966,-88.6396,1840001972
Castle Point,Missouri,38.7568,-90.2485,1840006125
